Phase,Seeds,n_devices,Avg_CPU_s,Std_CPU_s,CI95_CPU_s,Avg_Energy_mJ,Std_Energy_mJ,CI95_Energy_mJ
Enrollment,5,20,0.168793,0.008962,0.007856,10.4009,0.5542,0.4857
Authentication,5,20,0.658508,0.012821,0.011238,40.5936,0.7920,0.6942
Key Exchange,5,20,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000
