Phase,Seeds,n_devices,Avg_CPU_s,Std_CPU_s,CI95_CPU_s,Avg_Energy_mJ,Std_Energy_mJ,CI95_Energy_mJ
Enrollment,10,20,0.172908,0.009256,0.005737,10.6553,0.5721,0.3546
Authentication,10,20,0.743007,0.014465,0.008965,45.8149,0.8943,0.5543
Key Exchange,10,20,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000
