Phase,Seeds,n_devices,Avg_CPU_s,Std_CPU_s,CI95_CPU_s,Avg_Energy_mJ,Std_Energy_mJ,CI95_Energy_mJ
Enrollment,10,6,0.239676,0.517857,0.320971,14.7859,32.0011,19.8345
Authentication,10,5,0.575231,0.033538,0.020787,35.4396,2.0805,1.2895
Key Exchange,10,6,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000
