Phase,Seeds,n_devices,Avg_CPU_s,Std_CPU_s,CI95_CPU_s,Avg_Energy_mJ,Std_Energy_mJ,CI95_Energy_mJ
Enrollment,10,10,0.297196,0.012619,0.007821,18.3138,0.7799,0.4834
Authentication,10,10,1.081033,0.965968,0.598713,66.7385,59.6942,36.9989
