Device_ID,CPU_Time_s,Energy_J
81,0.321584,0.019822
82,0.389584,0.024024
83,0.374168,0.023050
84,0.377584,0.023282
85,0.263584,0.016237
86,0.266584,0.016423
87,0.367584,0.022664
88,0.435680,0.026873
89,0.444840,0.027439
90,0.470840,0.029046
91,0.295584,0.018215
92,0.363584,0.022417
93,0.331168,0.020414
94,0.315584,0.019451
95,0.435840,0.026883
96,0.401840,0.024781
97,0.323840,0.019961
98,0.402840,0.024843
99,0.443840,0.027358
100,0.356840,0.022000
