Seed,Device,Enroll_Energy_mJ,Enroll_CPU_s,Auth_Energy_mJ,Auth_CPU_s,Keyex_Energy_mJ,Keyex_CPU_s,Total_Energy_mJ,Total_CPU_s
112345,28,22.3430,0.362368,13.0210,0.211112,10.9210,0.177072,46.2850,0.750552
112345,29,11.2030,0.182112,4.5380,0.073856,6.2700,0.101816,22.0110,0.357784
112345,30,22.0180,0.357112,10.1000,0.163856,9.7310,0.157816,41.8490,0.678784
123456,28,21.1550,0.343368,10.6180,0.172224,12.7140,0.206072,44.4870,0.721664
123456,29,14.6020,0.237112,7.9990,0.129856,3.2420,0.052816,25.8430,0.419784
123456,30,21.4000,0.347112,11.5220,0.186856,15.6020,0.252816,48.5240,0.786784
234567,28,29.2650,0.474368,12.9590,0.210112,11.3540,0.184072,53.5780,0.868552
234567,29,9.7820,0.159112,5.0950,0.082856,7.2590,0.117816,22.1360,0.359784
234567,30,22.6360,0.367112,10.1000,0.163856,9.1750,0.148816,41.9110,0.679784
345678,28,19.9950,0.324368,13.8860,0.225112,16.2980,0.264072,50.1790,0.813552
345678,29,14.8500,0.241112,8.2460,0.133856,7.8770,0.127816,30.9730,0.502784
345678,30,23.6250,0.383112,9.2350,0.149856,10.3490,0.167816,43.2090,0.700784
456789,28,23.2700,0.377368,15.4380,0.250224,10.2420,0.166072,48.9500,0.793664
456789,29,15.2200,0.247112,5.8360,0.094856,6.6410,0.107816,27.6970,0.449784
456789,30,18.5580,0.301112,9.4280,0.152968,9.2990,0.150816,37.2850,0.604896
567890,28,23.4560,0.380368,12.8970,0.209112,15.1860,0.246072,51.5390,0.835552
567890,29,14.2320,0.231112,7.6900,0.124856,7.0740,0.114816,28.9960,0.470784
567890,30,19.1140,0.310112,10.2860,0.166856,9.5460,0.154816,38.9460,0.631784
678901,28,25.8660,0.419368,14.0710,0.228112,12.8990,0.209072,52.8360,0.856552
678901,29,13.0570,0.212112,6.4540,0.104856,6.3940,0.103816,25.9050,0.420784
678901,30,9.7130,0.158824,6.0400,0.098568,5.5510,0.090528,21.3040,0.347920
789012,28,35.7940,0.580368,14.3190,0.232112,14.9380,0.242072,65.0510,1.054552
789012,29,17.7540,0.288112,6.2070,0.100856,6.9500,0.112816,30.9110,0.501784
789012,30,10.2690,0.167824,6.0400,0.098568,7.2200,0.117528,23.5290,0.383920
890123,28,28.4610,0.461368,10.8580,0.176112,11.4160,0.185072,50.7350,0.822552
890123,29,12.1920,0.198112,5.8980,0.095856,6.9500,0.112816,25.0400,0.406784
890123,30,21.9570,0.356112,10.8420,0.175856,10.0910,0.163640,42.8900,0.695608
901234,28,21.5400,0.349368,12.1560,0.197112,13.5170,0.219072,47.2130,0.765552
901234,29,15.6580,0.254192,6.2070,0.100856,3.1190,0.050816,24.9840,0.405864
901234,30,17.1980,0.279112,7.4430,0.120856,12.3270,0.199816,36.9680,0.599784
