Device_ID,ENROLL_cpu_s,ROUND1_cpu_s,ROUND2_cpu_s,ROUND3_cpu_s,ROUND4_cpu_s,ENROLL_energy_j,ROUND1_energy_j,ROUND2_energy_j,ROUND3_energy_j,ROUND4_energy_j
81,61.87162400,0.62971200,0.37105600,1.69014400,1.41680000,3.82340700,0.03883000,0.02285900,0.10426400,0.08746500
82,61.52762400,1.07871200,0.60368000,1.54732000,1.10300000,3.80212000,0.06659100,0.03728200,0.09547300,0.06806600
83,53.56562400,0.86904800,0.35472000,1.68172800,1.23296800,3.31000700,0.05363300,0.02182500,0.10367500,0.07608900
84,50.33462400,0.60271200,0.26968000,1.91632000,0.70200000,3.11043100,0.03717400,0.01664000,0.11816700,0.04330500
85,62.78062400,1.03171200,0.27305600,2.16094400,1.34133600,3.87962000,0.06368600,0.01681900,0.13338000,0.08275600
86,114.76762400,nan,0.29200000,0.83912000,nan,7.09231700,nan,0.01802000,0.05175900,nan
87,62.56062400,1.23171200,0.23005600,1.81994400,0.73000000,3.86600200,0.07598700,0.01419200,0.11230700,0.04504000
88,51.71562400,0.77459200,0.43917600,2.09594400,0.77300000,3.19576300,0.04776400,0.02707100,0.12935900,0.04759800
89,72.51662400,1.18371200,0.27005600,1.41894400,0.59100000,4.48120800,0.07308000,0.01666400,0.08752300,0.03645000
90,54.17562400,1.39671200,0.39305600,2.04494400,0.74000000,3.34781200,0.08618500,0.02426500,0.12621000,0.04562000
91,27.78524800,0.47738400,0.29276000,1.59733600,0.88518400,1.71691500,0.02942900,0.01806700,0.09850700,0.05459000
92,31.26162400,0.76171200,0.27644800,1.06933600,1.26833600,1.93166300,0.04695900,0.01705900,0.06593800,0.07830500
93,67.06062400,0.69104800,0.38372000,5.60494400,0.51500000,4.14400400,0.04263300,0.02368000,0.34618100,0.03175300
94,57.56362400,1.07971200,0.31705600,1.40794400,0.69200000,3.55705700,0.06665200,0.01956800,0.08686400,0.04269200
95,29.55962400,0.99971200,0.35305600,2.09033600,0.63833600,1.82657100,0.06170800,0.02179300,0.12901500,0.03935600
96,62.82162400,0.56171200,0.30605600,1.47994400,nan,3.88212200,0.03464000,0.01886700,0.09123000,nan
97,27.54662400,0.92671200,0.38539200,1.63433600,0.65333600,1.70216200,0.05719200,0.02378700,0.10074800,0.04030200
98,99.78962400,nan,0.23227200,0.87924000,nan,6.16672900,nan,0.01432900,0.05423800,nan
99,23.15362400,0.82571200,0.35139200,1.36233600,0.47533600,1.43071300,0.05095500,0.02169000,0.08404600,0.02930200
100,22.38562400,0.63049600,0.99839200,2.09633600,0.50233600,1.38323100,0.03889100,0.06167500,0.12936800,0.03094900
