Seed,Device,Enroll_Energy_mJ,Enroll_CPU_s,Auth_Energy_mJ,Auth_CPU_s,Keyex_Energy_mJ,Keyex_CPU_s,Total_Energy_mJ,Total_CPU_s
123456,81,25.4950,0.413368,12.3410,0.200112,11.3540,0.184072,49.1900,0.797552
123456,82,14.4560,0.234736,12.1560,0.197112,9.9330,0.161072,36.5450,0.592920
123456,83,19.5620,0.317368,10.7960,0.175112,13.1460,0.213072,43.5040,0.705552
123456,84,30.5630,0.495368,7.9530,0.129112,8.0170,0.130072,46.5330,0.754552
123456,85,25.0780,0.407368,7.7060,0.125112,12.2810,0.199072,45.0650,0.731552
123456,86,17.3370,0.281368,8.2000,0.133112,8.8200,0.143072,34.3570,0.557552
123456,87,20.6130,0.334368,13.0830,0.212112,7.2750,0.118072,40.9710,0.664552
123456,88,21.9720,0.356368,9.8690,0.160112,9.2530,0.150072,41.0940,0.666552
123456,89,18.8210,0.305368,13.1440,0.213112,9.9330,0.161072,41.8980,0.679552
123456,90,17.7080,0.287368,10.9200,0.177112,10.2460,0.166144,38.8740,0.630624
123456,91,22.0340,0.357368,9.8070,0.159112,11.2970,0.183144,43.1380,0.699624
123456,92,20.7360,0.336368,7.1500,0.116112,10.4270,0.169072,38.3130,0.621552
123456,93,19.1910,0.311368,9.8070,0.159112,9.3150,0.151072,38.3130,0.621552
123456,94,19.9950,0.324368,10.8580,0.176112,9.7470,0.158072,40.6000,0.658552
123456,95,16.2870,0.264368,9.6220,0.156112,14.6910,0.238072,40.6000,0.658552
123456,96,21.2310,0.344368,7.6440,0.124112,10.3650,0.168072,39.2400,0.636552
123456,97,16.2250,0.263368,9.1890,0.149112,10.7360,0.174072,36.1500,0.586552
123456,98,17.2370,0.279736,9.0660,0.147112,8.4810,0.137592,34.7840,0.564440
123456,99,24.5680,0.398368,14.5660,0.236112,9.8710,0.160072,49.0050,0.794552
123456,100,14.1860,0.230368,8.5710,0.139112,9.1290,0.148072,31.8860,0.517552
234567,81,26.1750,0.424368,10.0540,0.163112,12.8990,0.209072,49.1280,0.796552
234567,82,20.2420,0.328368,10.0540,0.163112,9.2530,0.150072,39.5490,0.641552
234567,83,20.6130,0.334368,8.3240,0.135112,13.4550,0.218072,42.3920,0.687552
234567,84,20.1180,0.326368,5.6050,0.091112,11.4160,0.185072,37.1390,0.602552
234567,85,26.4180,0.428368,13.2680,0.215112,11.2300,0.182072,50.9160,0.825552
234567,86,21.9110,0.355368,11.4760,0.186112,11.5390,0.187072,44.9260,0.728552
234567,87,20.1800,0.327368,8.0150,0.130112,5.7300,0.093072,33.9250,0.550552
234567,88,16.1630,0.262368,10.4870,0.170112,9.6240,0.156072,36.2740,0.588552
234567,89,20.0570,0.325368,11.1050,0.180112,8.7580,0.142072,39.9200,0.647552
234567,90,17.5230,0.284368,12.5880,0.204112,14.5680,0.236072,44.6790,0.724552
234567,91,25.3100,0.410368,10.8580,0.176112,17.5960,0.285072,53.7640,0.871552
234567,92,19.0680,0.309368,7.5820,0.123112,11.9720,0.194072,38.6220,0.626552
234567,93,16.9050,0.274368,8.4480,0.137112,9.6850,0.157072,35.0380,0.568552
234567,94,24.9390,0.404368,7.2730,0.118112,11.1070,0.180072,43.3190,0.702552
234567,95,24.5680,0.398368,12.1340,0.197112,10.5510,0.171072,47.2530,0.766552
234567,96,24.5060,0.397368,12.2790,0.199112,10.4270,0.169072,47.2120,0.765552
234567,97,13.8150,0.224368,10.2400,0.166112,9.1950,0.149144,33.2500,0.539624
234567,98,21.0450,0.341368,9.2580,0.150224,11.9100,0.193072,42.2130,0.684664
234567,99,17.9550,0.291368,9.5600,0.155112,12.6520,0.205072,40.1670,0.651552
234567,100,22.7140,0.368368,9.5050,0.154224,9.2530,0.150072,41.4720,0.672664
345678,81,29.1640,0.472736,12.7740,0.207112,14.6910,0.238072,56.6290,0.917920
345678,82,22.9610,0.372368,10.3020,0.167112,12.9610,0.210072,46.2240,0.749552
345678,83,26.1130,0.423368,10.0540,0.163112,12.8370,0.208072,49.0040,0.794552
345678,84,27.5960,0.447368,7.2120,0.117112,9.1290,0.148072,43.9370,0.712552
345678,85,24.8150,0.402368,7.0880,0.115112,7.5840,0.123072,39.4870,0.640552
345678,86,18.0170,0.292368,6.4700,0.105112,17.2250,0.279072,41.7120,0.676552
345678,87,19.8710,0.322368,9.4360,0.153112,12.2230,0.198072,41.5300,0.673552
345678,88,22.7760,0.369368,14.5040,0.235112,11.3540,0.184072,48.6340,0.788552
345678,89,17.2410,0.279816,7.8910,0.128112,9.0060,0.146072,34.1380,0.554000
345678,90,17.8320,0.289368,9.1270,0.148112,11.7250,0.190072,38.6840,0.627552
345678,91,26.6690,0.432368,14.6960,0.238224,14.4440,0.234072,55.8090,0.904664
345678,92,15.2980,0.248368,5.2340,0.085112,11.7870,0.191072,32.3190,0.524552
345678,93,22.1960,0.360368,9.9310,0.161112,7.7080,0.125072,39.8350,0.646552
345678,94,21.8490,0.354368,7.7680,0.126112,15.1280,0.245144,44.7450,0.725624
345678,95,21.7870,0.353368,8.0770,0.131112,12.8990,0.209072,42.7630,0.693552
345678,96,20.1800,0.327368,10.6110,0.172112,7.6460,0.124072,38.4370,0.623552
345678,97,17.6460,0.286368,7.4590,0.121112,9.1910,0.149072,34.2960,0.556552
345678,98,23.5170,0.381368,11.5990,0.188112,20.7480,0.336072,55.8640,0.905552
345678,99,26.6500,0.432368,11.0430,0.179112,8.5110,0.138072,46.2040,0.749552
345678,100,20.6130,0.334368,11.7850,0.191112,9.7470,0.158072,42.1450,0.683552
456789,81,28.4610,0.461368,13.1440,0.213112,17.7810,0.288072,59.3860,0.962552
456789,82,20.2420,0.328368,8.8250,0.143224,12.7140,0.206072,41.7810,0.677664
456789,83,18.5730,0.301368,10.2400,0.166112,17.5960,0.285072,46.4090,0.752552
456789,84,22.0960,0.358368,10.8580,0.176112,11.2920,0.183072,44.2460,0.717552
456789,85,21.5400,0.349368,8.7570,0.142112,9.0670,0.147072,39.3640,0.638552
456789,86,24.3830,0.395368,6.9100,0.112224,17.0400,0.276072,48.3330,0.783664
456789,87,18.2640,0.296368,8.8180,0.143112,6.8470,0.111144,33.9290,0.550624
456789,88,17.8320,0.289368,13.2680,0.215112,15.4330,0.250072,46.5330,0.754552
456789,89,19.5850,0.317736,10.0540,0.163112,8.6350,0.140072,38.2740,0.620920
456789,90,15.8540,0.257368,10.0540,0.163112,9.6240,0.156072,35.5320,0.576552
456789,91,30.1450,0.489368,15.1220,0.245112,18.5230,0.300072,63.7900,1.034552
456789,92,14.6180,0.237368,9.3130,0.151112,8.1400,0.132072,32.0710,0.520552
456789,93,22.8380,0.370368,10.0540,0.163112,6.5950,0.107072,39.4870,0.640552
456789,94,21.3540,0.346368,10.9810,0.178112,9.6850,0.157072,42.0200,0.681552
456789,95,20.7790,0.337368,11.5990,0.188112,14.8770,0.241072,47.2550,0.766552
456789,96,18.1410,0.294368,9.1270,0.148112,12.4660,0.202072,39.7340,0.644552
456789,97,22.2200,0.360368,15.2460,0.247112,7.5220,0.122072,44.9880,0.729552
456789,98,20.8210,0.337736,12.0940,0.196112,14.1970,0.230072,47.1120,0.763920
456789,99,16.4720,0.267368,11.1670,0.181112,8.5110,0.138072,36.1500,0.586552
456789,100,20.4270,0.331368,9.8070,0.159112,9.6620,0.156688,39.8960,0.647168
567890,81,29.1020,0.471736,11.5990,0.188112,12.5280,0.203072,53.2290,0.862920
567890,82,18.7590,0.304368,8.7070,0.141312,11.5390,0.187072,39.0050,0.632752
567890,83,20.2420,0.328368,5.4810,0.089112,10.7360,0.174072,36.4590,0.591552
567890,84,21.8050,0.353664,12.3410,0.200112,6.3260,0.102712,40.4720,0.656488
567890,85,19.8710,0.322368,9.1270,0.148112,11.3540,0.184072,40.3520,0.654552
567890,86,21.1690,0.343368,11.6610,0.189112,6.9660,0.113072,39.7960,0.645552
567890,87,22.5290,0.365368,15.9870,0.259112,11.2300,0.182072,49.7460,0.806552
567890,88,19.6240,0.318368,9.6840,0.157112,11.6010,0.188072,40.9090,0.663552
567890,89,18.6970,0.303368,6.7170,0.109112,12.8990,0.209072,38.3130,0.621552
567890,90,22.0960,0.358368,7.4590,0.121112,10.4270,0.169072,39.9820,0.648552
567890,91,28.6470,0.464368,15.7400,0.255112,10.9830,0.178072,55.3700,0.897552
567890,92,18.8210,0.305368,9.1270,0.148112,12.8370,0.208072,40.7850,0.661552
567890,93,19.6860,0.319368,11.1050,0.180112,13.8260,0.224072,44.6170,0.723552
567890,94,18.5120,0.300368,4.8630,0.079112,9.6240,0.156072,32.9990,0.535552
567890,95,22.7760,0.369368,12.5880,0.204112,9.3150,0.151072,44.6790,0.724552
567890,96,13.4440,0.218368,7.9600,0.129224,7.7080,0.125072,29.1120,0.472664
567890,97,16.4100,0.266368,10.7960,0.175112,9.9330,0.161072,37.1390,0.602552
567890,98,15.8540,0.257368,11.2290,0.182112,7.8980,0.128144,34.9810,0.567624
567890,99,14.8650,0.241368,10.1160,0.164112,9.9940,0.162072,34.9750,0.567552
567890,100,19.8710,0.322368,10.2400,0.166112,12.1570,0.197072,42.2680,0.685552
