Device_ID,CPU_Time_s,Energy_J
81,0.320512,0.019765
82,0.249312,0.015365
83,0.220734,0.013599
84,0.238699,0.014709
85,0.222312,0.013696
86,0.240312,0.014809
87,0.220534,0.013587
88,0.212912,0.013115
89,0.241112,0.014858
90,0.212534,0.013092
91,0.333734,0.020582
92,0.223512,0.013770
93,0.286312,0.017652
94,0.238734,0.014711
95,0.247734,0.015258
96,0.298394,0.018398
97,0.278312,0.017157
98,0.231712,0.014277
99,0.250312,0.015427
100,0.217994,0.013430
