Device_ID,CPU_Time_s,Energy_J
81,0.241472,0.014897
82,0.168678,0.010398
83,0.182478,0.011251
84,0.170472,0.010505
85,0.190672,0.011758
86,0.183480,0.011313
87,0.179672,0.011078
88,0.182486,0.011248
89,0.218672,0.013488
90,0.170678,0.010522
91,0.272272,0.016801
92,0.186205,0.011482
93,0.214086,0.013205
94,0.159786,0.009849
95,0.171472,0.010571
96,0.250072,0.015429
97,0.152686,0.009410
98,0.152872,0.009422
99,0.159072,0.009805
100,0.177672,0.010954
