Device_ID,ENROLL_cpu_s,ROUND1_cpu_s,ROUND2_cpu_s,ROUND3_cpu_s,ROUND4_cpu_s,ENROLL_energy_j,ROUND1_energy_j,ROUND2_energy_j,ROUND3_energy_j,ROUND4_energy_j
81,62.81962400,1.28664800,0.46712000,6.16594400,5.24193600,3.88198700,0.07938400,0.02880600,0.38090800,0.32377500
82,61.78462400,1.20464800,0.62812000,0.73988000,1.05300000,3.81797500,0.07432700,0.03877500,0.04561700,0.06493300
83,53.88262400,0.91104800,0.34872000,0.87388000,1.04524800,3.32967200,0.05614300,0.02150800,0.05390800,0.06449400
84,50.29762400,0.65404800,0.31372000,1.09678400,1.16216000,3.10814100,0.04031600,0.01934500,0.06767900,0.07169500
85,62.86262400,1.70571200,0.41105600,5.36688000,4.26300000,3.88466400,0.10516300,0.02536100,0.33152800,0.26329200
86,56.77362400,6.45371200,1.13605600,1.95988000,1.16606400,3.50832400,0.39864600,0.07008900,0.12099700,0.07196500
87,62.81762400,4.38764800,0.62912000,5.13588000,1.13000000,3.88188100,0.27103500,0.03883700,0.31719400,0.06971300
88,51.77062400,0.98304800,0.63572000,1.41894400,1.14555200,3.19913000,0.06065400,0.03924500,0.08756500,0.07069700
89,60.28362400,5.15671200,0.53705600,1.14094400,1.24793600,3.72528500,0.31840400,0.03314800,0.07035900,0.07700100
90,54.24062400,5.78371200,0.84544800,5.06048800,0.88400000,3.35182500,0.35726100,0.05217700,0.31249700,0.05451000
91,27.76862400,0.87071200,0.28305600,5.87533600,1.23833600,1.71588400,0.05368900,0.01744300,0.36289100,0.07635600
92,31.28762400,0.82071200,0.31305600,0.74533600,11.60533600,1.93326500,0.05062200,0.01929100,0.04596400,0.71689800
93,67.43328800,1.18804800,0.42105600,0.64394400,0.72600000,4.16703000,0.07326600,0.02597900,0.03969800,0.04476900
94,47.35962400,0.96071200,0.34505600,1.12488000,1.29633600,2.92653900,0.05921200,0.02126600,0.06939600,0.08001100
95,29.82762400,0.89171200,0.52689600,4.80427200,nan,1.84314800,0.05498500,0.03252000,0.29680200,nan
96,33.17662400,0.76971200,0.33905600,0.95954400,1.31727200,2.05003200,0.04747000,0.02091100,0.05918100,0.08123900
97,27.76862400,1.04771200,0.28439200,4.88127200,nan,1.71591700,0.06445000,0.01753300,0.30153500,nan
98,49.14962400,4.27068000,0.69508800,0.94388000,0.54427200,3.03712300,0.26380700,0.04289300,0.05822100,0.03353800
99,22.97062400,1.05871200,0.49439200,0.74927200,0.64233600,1.41940000,0.06530300,0.03051100,0.04620200,0.03957500
100,22.46062400,4.38571200,0.67139200,1.11727200,0.61033600,1.38786600,0.27089400,0.04144500,0.06894900,0.03759600
