Device_ID,CPU_Time_s,Energy_J
81,0.711280,0.043855
82,0.564180,0.034759
83,0.535180,0.032972
84,0.568388,0.035026
85,0.577100,0.035565
86,0.550280,0.033903
87,0.538088,0.033154
88,0.558888,0.034437
89,0.585088,0.036055
90,0.544888,0.033574
91,0.737796,0.045493
92,0.544296,0.033537
93,0.548288,0.033784
94,0.553480,0.034105
95,0.588980,0.036290
96,0.574088,0.035379
97,0.545480,0.033611
98,0.584288,0.036006
99,0.550780,0.033938
100,0.563188,0.034703
