Device_ID,CPU_Time_s,Energy_J
81,0.255392,0.015757
82,0.189392,0.011679
83,0.211392,0.013038
84,0.226392,0.013965
85,0.209392,0.012915
86,0.211392,0.013038
87,0.268392,0.016561
88,0.209392,0.012915
89,0.262392,0.01619
90,0.257392,0.015881
91,0.213392,0.013162
92,0.219392,0.013533
93,0.278392,0.017179
94,0.215392,0.013285
95,0.194392,0.011988
96,0.293392,0.018106
97,0.233392,0.014398
98,0.218392,0.013471
99,0.197392,0.012173
100,0.227392,0.014027
