Device_ID,ENROLL_cpu_s,ROUND1_cpu_s,ROUND2_cpu_s,ROUND3_cpu_s,ROUND4_cpu_s,ENROLL_energy_j,ROUND1_energy_j,ROUND2_energy_j,ROUND3_energy_j,ROUND4_energy_j
3,11.30619200,0.35734400,0.13788000,0.29483200,0.39347200,0.69860400,0.02198800,0.00847800,0.01812500,0.02420200
4,12.25911200,0.34536000,0.18988000,0.27453600,0.26153600,0.75749400,0.02124700,0.01169200,0.01686200,0.01606700
5,11.92811200,0.25136000,0.16088000,0.55053600,0.22447200,0.73703500,0.01543800,0.00990000,0.03392700,0.01377600
