Phase,Seeds,n_devices,Avg_CPU_s,Std_CPU_s,CI95_CPU_s,Avg_Energy_mJ,Std_Energy_mJ,CI95_Energy_mJ
Enrollment,10,10,0.067872,0.007257,0.004498,4.1695,0.4485,0.2780
Authentication,10,10,0.544364,0.019138,0.011862,33.5395,1.1827,0.7330
Key Exchange,10,10,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000
