Device_ID,Energy_J,CPU_Time_s
65,0.02680940,0.434668
66,0.02087240,0.338568
67,0.02597080,0.421068
68,0.02022960,0.328168
69,0.02940690,0.476668
70,0.01308210,0.212512
71,0.02751390,0.446068
72,0.01949830,0.316368
73,0.02767490,0.448668
74,0.02137430,0.346768
75,0.02591240,0.420168
76,0.02049760,0.332505
77,0.02601230,0.421868
78,0.01951280,0.316568
79,0.02921140,0.473505
80,0.01978070,0.320905
