Seed,Device,Enroll_Energy_mJ,Enroll_CPU_s,Auth_Energy_mJ,Auth_CPU_s,Keyex_Energy_mJ,Keyex_CPU_s,Total_Energy_mJ,Total_CPU_s
112345,65,28.8940,0.468368,13.5770,0.220112,15.0000,0.243072,57.4710,0.931552
112345,66,15.3600,0.249368,6.2850,0.102112,11.0450,0.179072,32.6900,0.530552
112345,67,25.6800,0.416368,12.0320,0.195112,26.3710,0.427072,64.0830,1.038552
112345,68,30.5630,0.495368,9.3130,0.151112,8.4490,0.137072,48.3250,0.783552
112345,69,24.6300,0.399368,10.7960,0.175112,12.0340,0.195072,47.4600,0.769552
112345,70,11.6360,0.189112,6.8870,0.111856,8.4950,0.137816,27.0180,0.438784
112345,71,27.5340,0.446368,13.5770,0.220112,13.5790,0.220072,54.6900,0.886552
112345,72,23.3940,0.379368,9.5600,0.155112,8.7580,0.142072,41.7120,0.676552
112345,73,26.3600,0.427368,11.4140,0.185112,10.9210,0.177072,48.6950,0.789552
112345,74,20.5510,0.333368,10.5490,0.171112,8.9440,0.145072,40.0440,0.649552
112345,75,28.5230,0.462368,12.8350,0.208112,12.8990,0.209072,54.2570,0.879552
112345,76,18.9440,0.307368,13.5770,0.220112,8.0560,0.130712,40.5770,0.658192
112345,77,21.3540,0.346368,10.5490,0.171112,9.8090,0.159072,41.7120,0.676552
112345,78,16.8430,0.273368,11.8470,0.192112,12.6520,0.205072,41.3420,0.670552
112345,79,33.1580,0.537368,14.5040,0.235112,14.1350,0.229072,61.7970,1.001552
112345,80,14.3090,0.232368,10.8580,0.176112,8.0790,0.131072,33.2460,0.539552
123456,65,29.7590,0.482368,10.9810,0.178112,14.7530,0.239072,55.4930,0.899552
123456,66,25.2480,0.409368,12.1560,0.197112,10.5510,0.171072,47.9550,0.777552
123456,67,22.0340,0.357368,10.4250,0.169112,10.2420,0.166072,42.7010,0.692552
123456,68,14.6800,0.238368,10.9200,0.177112,11.4160,0.185072,37.0160,0.600552
123456,69,23.7650,0.385368,9.4360,0.153112,17.5960,0.285072,50.7970,0.823552
123456,70,16.4560,0.267112,7.6280,0.123856,4.1070,0.066816,28.1910,0.457784
123456,71,19.9950,0.324368,13.1440,0.213112,15.4950,0.251072,48.6340,0.788552
123456,72,20.5510,0.333368,13.4530,0.218112,11.5390,0.187072,45.5430,0.738552
123456,73,25.4950,0.413368,9.6840,0.157112,18.0280,0.292072,53.2070,0.862552
123456,74,17.6460,0.286368,6.9030,0.112112,11.9720,0.194072,36.5210,0.592552
123456,75,22.5900,0.366368,13.4530,0.218112,12.4050,0.201072,48.4480,0.785552
123456,76,15.9160,0.258368,9.9310,0.161112,10.6740,0.173072,36.5210,0.592552
123456,77,35.1980,0.570368,12.0940,0.196112,13.3320,0.216072,60.6240,0.982552
123456,78,28.9560,0.469368,9.6220,0.156112,10.9830,0.178072,49.5610,0.803552
123456,79,28.6470,0.464368,11.0430,0.179112,11.3540,0.184072,51.0440,0.827552
123456,80,21.3540,0.346368,11.6610,0.189112,11.9100,0.193072,44.9250,0.728552
234567,65,20.7360,0.336368,12.4650,0.202112,14.0110,0.227072,47.2120,0.765552
234567,66,22.5290,0.365368,9.1890,0.149112,10.8600,0.176072,42.5780,0.690552
234567,67,29.2650,0.474368,13.9480,0.226112,16.9780,0.275072,60.1910,0.975552
234567,68,21.0450,0.341368,9.8690,0.160112,9.1290,0.148072,40.0430,0.649552
234567,69,26.4220,0.428368,13.0830,0.212112,9.2530,0.150072,48.7580,0.790552
234567,70,11.3270,0.184112,8.6170,0.139856,4.7250,0.076816,24.6690,0.400784
234567,71,31.1000,0.504368,13.3300,0.216112,16.1130,0.261072,60.5430,0.981552
234567,72,19.6240,0.318368,9.9930,0.162112,9.9330,0.161072,39.5500,0.641552
234567,73,29.6360,0.480368,12.0320,0.195112,14.6290,0.237072,56.2970,0.912552
234567,74,23.4560,0.380368,9.8070,0.159112,7.5220,0.122072,40.7850,0.661552
234567,75,24.3210,0.394368,12.1010,0.196224,9.7470,0.158072,46.1690,0.748664
234567,76,23.6410,0.383368,8.2000,0.133112,15.0620,0.244072,46.9030,0.760552
234567,77,23.7030,0.384368,12.8420,0.208224,12.6450,0.204968,49.1900,0.797560
234567,78,16.7810,0.272368,8.6950,0.141112,12.0340,0.195072,37.5100,0.608552
234567,79,28.7090,0.465368,14.2090,0.230336,14.3770,0.232984,57.2950,0.928688
234567,80,18.3880,0.298368,10.2400,0.166112,16.0510,0.260072,44.6790,0.724552
345678,65,25.6800,0.416368,15.0600,0.244112,13.8260,0.224072,54.5660,0.884552
345678,66,21.4160,0.347368,8.8180,0.143112,12.5900,0.204072,42.8240,0.694552
345678,67,29.2650,0.474368,12.5880,0.204112,15.1860,0.246072,57.0390,0.924552
345678,68,18.6970,0.303368,11.2290,0.182112,10.4270,0.169072,40.3530,0.654552
345678,69,27.0400,0.438368,11.2900,0.183112,19.6970,0.319072,58.0270,0.940552
345678,70,16.3330,0.265112,5.2800,0.085856,8.3100,0.134816,29.9230,0.485784
345678,71,29.7590,0.482368,12.2790,0.199112,18.3370,0.297072,60.3750,0.978552
345678,72,18.2640,0.296368,8.1390,0.132112,11.2920,0.183072,37.6950,0.611552
345678,73,18.5120,0.300368,9.9310,0.161112,10.4270,0.169072,38.8700,0.630552
345678,74,27.1420,0.440368,8.5090,0.138112,10.4930,0.170144,46.1440,0.748624
345678,75,30.9910,0.502368,12.0320,0.195112,20.1300,0.326072,63.1530,1.023552
345678,76,20.1800,0.327368,9.4360,0.153112,13.8260,0.224072,43.4420,0.704552
345678,77,24.3020,0.394368,12.7120,0.206112,15.0620,0.244072,52.0760,0.844552
345678,78,18.5120,0.300368,7.7060,0.125112,12.0340,0.195072,38.2520,0.620552
345678,79,27.2870,0.442368,16.7910,0.272112,18.2140,0.295072,62.2920,1.009552
