Phase,Seeds,n_devices,Avg_CPU_s,Std_CPU_s,CI95_CPU_s,Avg_Energy_mJ,Std_Energy_mJ,CI95_Energy_mJ
Enrollment,10,16,0.378440,0.011298,0.007003,23.3350,0.6973,0.4322
Authentication,10,16,0.182283,0.009540,0.005913,11.2392,0.5896,0.3654
Key Exchange,10,16,0.198213,0.012237,0.007585,12.2279,0.7563,0.4687
