Device,CPU_s,Energy_J
81,0.236112,0.014549
82,0.222112,0.013684
83,0.216112,0.013313
84,0.258224,0.015916
85,0.211112,0.013004
86,0.223112,0.013746
87,0.299112,0.018443
88,0.230368,0.014194
89,0.315368,0.019447
90,0.266368,0.016419
91,0.247112,0.015229
92,0.261112,0.016094
93,0.222112,0.013671
94,0.290112,0.017886
95,0.273368,0.016852
96,0.314368,0.019385
97,0.310368,0.019138
98,0.324368,0.020003
99,0.191368,0.011784
100,0.334368,0.020621
