Phase,Seeds,n_devices,Avg_CPU_s,Std_CPU_s,CI95_CPU_s,Avg_Energy_mJ,Std_Energy_mJ,CI95_Energy_mJ
Enrollment,10,16,0.198999,0.086146,0.053394,12.2678,5.3231,3.2993
Authentication,10,16,0.730881,0.022144,0.013725,45.0656,1.3675,0.8476
Key Exchange,10,16,0.000000,0.000000,0.000000,0.0000,0.0000,0.0000
