Phase,Seeds,n_devices,Avg_CPU_s,Std_CPU_s,CI95_CPU_s,Avg_Energy_mJ,Std_Energy_mJ,CI95_Energy_mJ
Enrollment,10,20,0.385787,0.021127,0.013095,23.7877,1.3055,0.8091
Authentication,10,20,0.906766,0.382277,0.236938,55.9702,23.6254,14.6432
