Device_ID,CPU_Time_s,Energy_J
81,0.122596,0.007549
82,0.114938,0.007076
83,0.096777,0.005953
84,0.130077,0.008011
85,0.115596,0.007116
86,0.149196,0.009192
87,0.124096,0.007641
88,0.121596,0.007487
89,0.130253,0.008022
90,0.106343,0.006544
91,0.103996,0.006399
92,0.125696,0.007740
93,0.112192,0.006904
94,0.115358,0.007101
95,0.114477,0.007047
96,0.130796,0.008056
97,0.105296,0.006480
98,0.122377,0.007535
99,0.118577,0.007300
100,0.119996,0.007388
