Device,CPU_s,Energy_J
81,0.340368,0.020960
82,0.335368,0.020675
83,0.344368,0.021231
84,0.337368,0.020798
85,0.300368,0.018512
86,0.340368,0.020984
87,0.344368,0.021231
88,0.547624,0.033792
89,0.469624,0.028972
90,0.446624,0.027550
91,0.339368,0.020922
92,0.334368,0.020613
93,0.320368,0.019748
94,0.312368,0.019253
95,0.388624,0.023966
96,0.465624,0.028724
97,0.465624,0.028724
98,0.381624,0.023533
99,0.340624,0.020999
100,0.413624,0.025511
