Phase,Seeds,n_devices,Avg_CPU_s,Std_CPU_s,CI95_CPU_s,Avg_Energy_mJ,Std_Energy_mJ,CI95_Energy_mJ
Enrollment,10,24,0.411767,0.011112,0.006887,25.3944,0.6863,0.4254
Authentication,10,24,0.295765,0.011529,0.007146,18.2350,0.7120,0.4413
Key Exchange,10,24,0.218512,0.009763,0.006051,13.4776,0.6035,0.3740
