Device_ID,CPU_Time_s,Energy_J
81,0.548776,0.033854
82,0.621776,0.038366
83,0.556776,0.034349
84,0.714776,0.044113
85,1.133776,0.069986
86,2.292776,0.141608
87,1.274776,0.078721
88,1.317032,0.081328
89,0.841032,0.051869
90,0.570032,0.035168
91,0.475776,0.029343
92,0.568840,0.035090
93,0.688776,0.042506
94,0.691776,0.042670
95,0.787032,0.048578
96,0.773032,0.047713
97,0.616032,0.038011
98,0.981032,0.060546
99,0.755032,0.046601
100,0.760032,0.046910
