Device_ID,Energy_J,CPU_Time_s
41,0.01212690,0.196645
42,0.00739600,0.120030
43,0.01063350,0.172416
44,0.00691040,0.112173
45,0.01071940,0.173806
46,0.00630120,0.102316
47,0.01028100,0.166710
48,0.00624940,0.101477
49,0.01048410,0.169998
50,0.00709320,0.115130
