Seed,Device,Enroll_Energy_mJ,Enroll_CPU_s,Auth_Energy_mJ,Auth_CPU_s,Keyex_Energy_mJ,Keyex_CPU_s,Total_Energy_mJ,Total_CPU_s
112345,41,21.9110,0.355368,10.5490,0.171112,14.2590,0.231072,46.7190,0.757552
112345,42,11.9880,0.195112,6.6400,0.107856,6.4560,0.104816,25.0840,0.407784
112345,43,22.1420,0.359112,9.8530,0.159856,9.5460,0.154816,41.5410,0.673784
112345,44,11.2030,0.182112,4.2290,0.068856,8.4690,0.137384,23.9010,0.388352
112345,45,15.4060,0.250112,9.2350,0.149856,10.9610,0.177720,35.6020,0.577688
112345,46,9.2260,0.150112,8.4940,0.137856,7.6920,0.124816,25.4120,0.412784
112345,47,17.8780,0.290112,9.7910,0.158856,13.5630,0.219816,41.2320,0.668784
112345,48,14.2320,0.231112,4.9710,0.080856,6.7650,0.109816,25.9680,0.421784
112345,49,21.5240,0.349112,10.1000,0.163856,11.8320,0.191816,43.4560,0.704784
112345,50,14.4170,0.234112,7.2580,0.117856,8.9280,0.144816,30.6030,0.496784
123456,41,25.8040,0.418368,11.5380,0.187112,11.4780,0.186072,48.8200,0.791552
123456,42,14.5410,0.236112,6.2690,0.101856,6.7030,0.108816,27.5130,0.446784
123456,43,20.0410,0.325112,7.1340,0.115856,10.1020,0.163816,37.2770,0.604784
123456,44,14.3550,0.233112,5.0220,0.081680,7.3210,0.118816,26.6980,0.433608
123456,45,20.4730,0.332112,11.7070,0.189856,8.1240,0.131816,40.3040,0.653784
123456,46,12.9340,0.210112,6.8250,0.110856,5.2820,0.085816,25.0410,0.406784
123456,47,23.1930,0.376112,8.5550,0.138856,9.7930,0.158816,41.5410,0.673784
123456,48,9.1020,0.148112,6.7010,0.108856,8.8040,0.142816,24.6070,0.399784
123456,49,16.6420,0.270112,10.6570,0.172856,12.0070,0.194640,39.3060,0.637608
123456,50,15.0350,0.244112,5.1560,0.083856,8.2480,0.133816,28.4390,0.461784
234567,41,26.0510,0.422368,16.9140,0.274112,13.7580,0.222976,56.7230,0.919456
234567,42,13.1190,0.213112,6.5780,0.106856,5.7140,0.092816,25.4110,0.412784
234567,43,19.2370,0.312112,8.1850,0.132856,9.7310,0.157816,37.1530,0.602784
234567,44,15.9620,0.259112,7.8760,0.127856,11.8320,0.191816,35.6700,0.578784
234567,45,17.7540,0.288112,8.6240,0.139968,11.6470,0.188816,38.0250,0.616896
234567,46,15.2200,0.247112,6.3310,0.102856,7.1970,0.116816,28.7480,0.466784
234567,47,18.3100,0.297112,6.7010,0.108856,11.2070,0.181688,36.2180,0.587656
234567,48,13.7370,0.223112,7.3190,0.118856,4.6010,0.074808,25.6570,0.416776
234567,49,23.9960,0.389112,8.9880,0.145856,10.1640,0.164816,43.1480,0.699784
