Device_ID,Role,Enroll_Wall_s,Enroll_CPU_s,Enroll_Tx_Bytes,Enroll_Rx_Bytes,Enroll_Energy_J,Auth_Wall_s,Auth_CPU_s,Auth_Tx_Bytes,Auth_Rx_Bytes,Auth_Energy_J,KeyEx_Wall_s,KeyEx_CPU_s,KeyEx_Tx_Bytes,KeyEx_Rx_Bytes,KeyEx_Energy_J,Data_Wall_s,Data_CPU_s,Data_Tx_Bytes,Data_Rx_Bytes,Data_Energy_J,Total_Wall_s,Total_CPU_s,Total_Tx_Bytes,Total_Rx_Bytes,Total_Energy_J
81,NODE,0.133361,0.002674,184,143,0.00733942,0.003846,0.000322,162,38,0.001203888,0.003227,0.000265,99,93,0.00104738,30.007759,0.006866,1240,0,0.019644592,30.148192,0.010127,1685,274,0.02923528
