Phase,Seeds,n_devices,Avg_CPU_s,Std_CPU_s,CI95_CPU_s,Avg_Energy_mJ,Std_Energy_mJ,CI95_Energy_mJ
Enrollment,10,2,2.852273,2.149069,1.332007,176.1629,132.7455,82.2765
Authentication,10,1,0.397964,0.059497,0.036877,24.5234,3.6584,2.2675
