Device_ID,Role,Enroll_Wall_s,Enroll_CPU_s,Enroll_Tx_B,Enroll_Rx_B,Enroll_Energy_J,Auth_Wall_s,Auth_CPU_s,Auth_Tx_B,Auth_Rx_B,Auth_Energy_J,KeyEx_Wall_s,KeyEx_CPU_s,KeyEx_Tx_B,KeyEx_Rx_B,KeyEx_Energy_J,Data_Wall_s,Data_CPU_s,Data_Tx_B,Data_Rx_B,Data_Energy_J,Total_Wall_s,Total_CPU_s,Total_Tx_B,Total_Rx_B,Total_Energy_J
81,USER,0.017797,0.005232,191,255,0.013971072,0.004229,0.000601,286,28,0.002129572,0.122771,0.000413,0,287,0.00160627,30.007227,0.006792,1240,0,0.01946074,30.152025,0.013037,1717,570,0.037167655
