Device_ID,Role,Enroll_Wall_s,Enroll_CPU_s,Enroll_Tx_B,Enroll_Rx_B,Enroll_Energy_J,Auth_Wall_s,Auth_CPU_s,Auth_Tx_B,Auth_Rx_B,Auth_Energy_J,KeyEx_Wall_s,KeyEx_CPU_s,KeyEx_Tx_B,KeyEx_Rx_B,KeyEx_Energy_J,Data_Wall_s,Data_CPU_s,Data_Tx_B,Data_Rx_B,Data_Energy_J,Total_Wall_s,Total_CPU_s,Total_Tx_B,Total_Rx_B,Total_Energy_J
4,SN,0.012591,0.002484,125,148,0.00675558,0.000683,0.000689,94,224,0.00235864,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.013273,0.003173,219,372,0.00911422
