Device,CPU_s,Energy_J
81,0.186072,0.011473
82,0.189144,0.011663
83,0.219072,0.013513
84,0.150072,0.009249
85,0.193072,0.011906
86,0.213072,0.013142
87,0.294072,0.018148
88,0.191328,0.011798
89,0.252328,0.015568
90,0.161328,0.009944
91,0.142072,0.008754
92,0.117072,0.007209
93,0.179072,0.011041
94,0.145072,0.008940
95,0.235328,0.014517
96,0.280328,0.017298
97,0.201328,0.012416
98,0.290328,0.017916
99,0.206328,0.012725
100,0.273328,0.016866
