Device_ID,CPU_Time_s,Energy_J
81,0.245736,0.015129
82,0.220536,0.013571
83,0.254336,0.015660
84,0.241336,0.014857
85,0.215762,0.013276
86,0.196536,0.012088
87,0.206749,0.012720
88,0.226536,0.013942
89,0.205136,0.012620
90,0.207536,0.012768
91,0.196336,0.012076
92,0.208136,0.012805
93,0.214136,0.013176
94,0.212549,0.013078
95,0.222736,0.013708
96,0.250336,0.015413
97,0.197149,0.012126
98,0.187936,0.011557
99,0.201536,0.012397
100,0.217536,0.013386
